author,local_guide_info,rating,review,date_text,text_backup
María Angeles Soria,Local Guide · 59 reseñas · 1 foto,1 estrella,"El servicio encabezado por el encargado machista y edadista es impresemtable, objeto de reclamacion ante Consumo.
Mal trato , chuleria , selecciona a los clientes a los que quiere atender y decide el orden en que los atiende.
No volveré.
Falta de profesionalidad y de educación.",Hace una semana,"María Angeles Soria
Local Guide · 59 reseñas · 1 foto






Hace una semana
NUEVA
El servicio encabezado por el encargado machista y edadista es impresemtable, objeto de reclamacion ante Consumo.
Mal trato , chuleria , selecciona a los clientes a los que quiere atender y decide el orden en que los atiende.
No volveré.
Falta de profesionalidad y de educación.
Comida: 3
Servicio: 1
Ambiente: 2

Me gusta

Compartir
Respuesta del propietario Hace una semana
Hola María Angeles. Lamentamos profundamente que tu experiencia en nuestro establecimiento haya sido tan negativa. Nos tomamos muy en serio tus comentarios y por este motivo, si eres tan amable, nos encantaría contactar contigo personalmente para conocer más detalles de lo acontecido. Puedes escribirnos al siguiente correo y te responderemos en la mayor brevedad posible. comunicacion@grupolamusa.com "
RLJ Master,Local Guide · 46 reseñas · 97 fotos,4 estrellas,"Un sitio muy top, había probado las hamburguesas y están deliciosas, hoy cambié a un sándwich de pollo que no estuvo tan bueno pero en su mayoría toda la carta está muy buena por eso le pongo un 5. Es un restaurante del grupo La Musa así que normalmente todo lo que hacen está muy bien, este restaurante ya tiene bastante tiempo y siguen brindando buena calidad y eso es de agradecer.",Hace 11 meses,"RLJ Master
Local Guide · 46 reseñas · 97 fotos






Hace 11 meses
Un sitio muy top, había probado las hamburguesas y están deliciosas, hoy cambié a un sándwich de pollo que no estuvo tan bueno pero en su mayoría toda la carta está muy buena por eso le pongo un 5. Es un restaurante del grupo La Musa así que normalmente todo lo que hacen está muy bien, este restaurante ya tiene bastante tiempo y siguen brindando buena calidad y eso es de agradecer.
Servicio
Comí allí
Tipo de comida
Comida
Precio por persona
20-30 €
Comida: 5
Servicio: 5
Ambiente: 4
Platos recomendados
Cheesecake y Cheesburguer

Me gusta

Compartir"
Johana Hodgson,Local Guide · 32 reseñas · 32 fotos,5 estrellas,"Excelente sitio para comer, precios asequibles, buen ambiente, excelente atención",Hace 4 meses,"Johana Hodgson
Local Guide · 32 reseñas · 32 fotos






Hace 4 meses
Excelente sitio para comer, precios asequibles, buen ambiente, excelente atención
Servicio
Comí allí
Tipo de comida
Cena
Precio por persona
10-20 €
Comida: 5
Servicio: 5
Ambiente: 5

Me gusta

Compartir"
Germán May,Local Guide · 1.080 reseñas · 5.257 fotos,4 estrellas,"Muy buen lugar, todo como parado el tiempo en los años 60 o 70.. muy amables. Calidad muy buenas, los aros de cebolla muy bien y los nachos una salsa con mucho sabor en boca. Las hamburguesas todos muy bien logradas. Un lugar recomendable. Las mesas y sillas algo estrechas, las sillas para alguien como yo algo gordito, estaban incomodas. Volveremos",Hace 4 años,"Germán May
Local Guide · 1.080 reseñas · 5.257 fotos






Hace 4 años
Muy buen lugar, todo como parado el tiempo en los años 60 o 70.. muy amables. Calidad muy buenas, los aros de cebolla muy bien y los nachos una salsa con mucho sabor en boca. Las hamburguesas todos muy bien logradas. Un lugar recomendable. Las mesas y sillas algo estrechas, las sillas para alguien como yo algo gordito, estaban incomodas. Volveremos
8 más

2

Compartir"
Marina Rodriguez Ródenas,Local Guide · 436 reseñas · 1.732 fotos,4 estrellas,"Cafetería en la calle Gaztambide del grupo la musa.

He ido varias veces ya, y la peor fue la del menú de medio día. Fuimos a las 15.10, y ya no le quedaba de nada en el menú. Solo una opción de cada plato, y por tanto tuvimos que pedir de carta.

Salvo por eso, la comida muy bien, de ahí mis 4 y no 5 estrellas. La hamburguesa francesa con foie muy buena y la ensalada de burrata también. La tarta de manzana fina, es un espectáculo.

Otra cosa a tener en cuenta es lo pequeño de las mesas y los espacios, que para comida comida, se hacen incómodos.

Las meriendas muy bien.",Hace 2 años,"Marina Rodriguez Ródenas
Local Guide · 436 reseñas · 1.732 fotos






Hace 2 años
Cafetería en la calle Gaztambide del grupo la musa.

He ido varias veces ya, y la peor fue la del menú de medio día. Fuimos a las 15.10, y ya no le quedaba de nada en el menú. Solo una opción de cada plato, y por tanto tuvimos que pedir de carta.

Salvo por eso, la comida muy bien, de ahí mis 4 y no 5 estrellas. La hamburguesa francesa con foie muy buena y la ensalada de burrata también. La tarta de manzana fina, es un espectáculo.

Otra cosa a tener en cuenta es lo pequeño de las mesas y los espacios, que para comida comida, se hacen incómodos.

Las meriendas muy bien.
7 más

1

Compartir"
Elena Melchor,Local Guide · 27 reseñas · 45 fotos,5 estrellas,"He ido al local varias veces pero esta vez fuimos solo a tomar el postre. Como siempre estaba lleno, la comida tiene buena calidad y es abundante. Recomendada la tarta de manzana con helado, el pie de limón quizá un poco más ácido pero muy bueno también.
Volveremos la próxima a comer sus hamburguesas y sándwiches.",Hace un año,"Elena Melchor
Local Guide · 27 reseñas · 45 fotos






Hace un año
He ido al local varias veces pero esta vez fuimos solo a tomar el postre. Como siempre estaba lleno, la comida tiene buena calidad y es abundante. Recomendada la tarta de manzana con helado, el pie de limón quizá un poco más ácido pero muy bueno también.
Volveremos la próxima a comer sus hamburguesas y sándwiches.

Me gusta

Compartir"
Víctor Manuel Gomez Callejo,217 reseñas · 2.007 fotos,2 estrellas,"El futuro de bares, restaurantes, cafeterías y establecimientos del ramo solamente permite dos posibilidades. Una de ellas es el cierre en el caso de no conseguir una abundante y habitual clientela. Si, por el contrario, el negocio se hace popular y los parroquianos acuden en masa, entonces la calidad del servicio empeora y el ambiente se deteriora, el condumio pierde calidad y las instalaciones precisan renovaciones, que a menudo afean el local o, al menos, rebajan sus encantos. Es la ley de la entropía hostelera, casi tan inexorable como la de la termodinámica. Esta cafetería ha pasado a encontrarse plenamente en esta segunda situación. La última vez que entré en ella para tomarme un café bien podría ser la última. Tardaron lo suyo en percatarse de que yo no era una columna o un mueble. Finalmente, me adjudicaron una de las varias mesas libres y me prohibieron ocupar otras. Debo proclamar que en este establecimiento hostelero han batido el récord de cercanía entre mesas: menos de 25 cm de separación entre la mía y cualquiera de las dos contiguas. Excepto en el metro, nunca había estado tan cerca de gente que no conocía. Si por lo menos los camareros nos hubieran presentado, habría sido menos embarazoso. Yo es que soy tímido y poco propenso al cotilleo al que puede dar pie oír nítidamente las conversaciones ajenas. Pasaron unos diez minutos hasta que tuve delante una simple taza de café. A todo esto, el estrépito que producían las numerosas cuchipandas que me rodeaban, obligaba a toda la concurrencia a levantar continuamente un poquito más la voz, deduzco que para hacer posible el diálogo. Por allí pululaban lo menos media docena de camareros, que a mí me hicieron poco caso, lo cual es comprensible por diversas razones, pero uno no termina de resignarse a la invisibilidad. La polifonía estridente de voces humanas se completaba con los sonidos del bajo de los temas musicales que debían estar sonando simultáneamente. Un olor penetrante a humedad de bodega era parte insoslayable de la experiencia sensorial. Según se incorporaban nuevos grupos de alegres consumidores, la algarabía se cargaba de decibelios y se me hacía tarea ardua no sólo la lectura, sino incluso el pensamiento. Acabé con el café en tres sorbos y escapé de aquel estruendoso tugurio que una vez fue lugar ameno de sonidos rumorosos, al que dediqué una reseña encomiástica. Maldita termodinámica social.",Hace un año,"Víctor Manuel Gomez Callejo
217 reseñas · 2.007 fotos






Hace un año
El futuro de bares, restaurantes, cafeterías y establecimientos del ramo solamente permite dos posibilidades. Una de ellas es el cierre en el caso de no conseguir una abundante y habitual clientela. Si, por el contrario, el negocio se hace popular y los parroquianos acuden en masa, entonces la calidad del servicio empeora y el ambiente se deteriora, el condumio pierde calidad y las instalaciones precisan renovaciones, que a menudo afean el local o, al menos, rebajan sus encantos. Es la ley de la entropía hostelera, casi tan inexorable como la de la termodinámica. Esta cafetería ha pasado a encontrarse plenamente en esta segunda situación. La última vez que entré en ella para tomarme un café bien podría ser la última. Tardaron lo suyo en percatarse de que yo no era una columna o un mueble. Finalmente, me adjudicaron una de las varias mesas libres y me prohibieron ocupar otras. Debo proclamar que en este establecimiento hostelero han batido el récord de cercanía entre mesas: menos de 25 cm de separación entre la mía y cualquiera de las dos contiguas. Excepto en el metro, nunca había estado tan cerca de gente que no conocía. Si por lo menos los camareros nos hubieran presentado, habría sido menos embarazoso. Yo es que soy tímido y poco propenso al cotilleo al que puede dar pie oír nítidamente las conversaciones ajenas. Pasaron unos diez minutos hasta que tuve delante una simple taza de café. A todo esto, el estrépito que producían las numerosas cuchipandas que me rodeaban, obligaba a toda la concurrencia a levantar continuamente un poquito más la voz, deduzco que para hacer posible el diálogo. Por allí pululaban lo menos media docena de camareros, que a mí me hicieron poco caso, lo cual es comprensible por diversas razones, pero uno no termina de resignarse a la invisibilidad. La polifonía estridente de voces humanas se completaba con los sonidos del bajo de los temas musicales que debían estar sonando simultáneamente. Un olor penetrante a humedad de bodega era parte insoslayable de la experiencia sensorial. Según se incorporaban nuevos grupos de alegres consumidores, la algarabía se cargaba de decibelios y se me hacía tarea ardua no sólo la lectura, sino incluso el pensamiento. Acabé con el café en tres sorbos y escapé de aquel estruendoso tugurio que una vez fue lugar ameno de sonidos rumorosos, al que dediqué una reseña encomiástica. Maldita termodinámica social.
6 más

1

Compartir"
Jose Francisco Ramírez,Local Guide · 24 reseñas · 5 fotos,5 estrellas,"Fui con mi familia a comer, el trato de los camareros fue estupendo, sobretodo el de Brenda, buenas recomendaciones y muy buenas hamburguesas. Sin duda repiteré.",hace 6 días,"Jose Francisco Ramírez
Local Guide · 24 reseñas · 5 fotos






hace 6 días
NUEVA
Fui con mi familia a comer, el trato de los camareros fue estupendo, sobretodo el de Brenda, buenas recomendaciones y muy buenas hamburguesas. Sin duda repiteré.
Servicio
Comí allí
Tipo de comida
Comida
Precio por persona
10-20 €
Comida: 5
Servicio: 5
Ambiente: 5
Platos recomendados
Aros de Cebolla y Hamburguesa Americana

Me gusta

Compartir"
Marivi Aranda,Local Guide · 18 reseñas · 1 foto,3 estrellas,"La calidad del menú del día ha bajado muchísimo en los últimos años, ya no merece la pena. Además todo excesivamente salado mismo comida destinada más a niños. El ambiente muy bueno y el servicio muy simpático.",Hace 2 semanas,"Marivi Aranda
Local Guide · 18 reseñas · 1 foto






Hace 2 semanas
NUEVA
La calidad del menú del día ha bajado muchísimo en los últimos años, ya no merece la pena. Además todo excesivamente salado mismo comida destinada más a niños. El ambiente muy bueno y el servicio muy simpático.
Servicio
Comí allí
Tipo de comida
Cena
Comida: 2
Servicio: 4
Ambiente: 5

Me gusta

Compartir"
Roberto Alfonso Morgado,1 reseña,5 estrellas,"El martes fui a cenar con mis hijos y la pasamos genial, las croquetas y la ensalada mixta deliciosas, la chica de la barra nos hizo unas limonadas y cafes esquisitos, volvere sin dudas.",Hace una semana,"Roberto Alfonso Morgado
1 reseña






Hace una semana
NUEVA
El martes fui a cenar con mis hijos y la pasamos genial, las croquetas y la ensalada mixta deliciosas, la chica de la barra nos hizo unas limonadas y cafes esquisitos, volvere sin dudas.
Servicio
Comí allí
Tipo de comida
Cena
Precio por persona
20-30 €
Comida: 5
Servicio: 5
Ambiente: 5

Me gusta

Compartir"
Sergio Tobares Leguizamon,Local Guide · 36 reseñas · 202 fotos,5 estrellas,"El Templo de la Hamburguesas y más......
Cafetería HD, uno de mis lugares de restauración favorita de Madrid, nunca me decepciona, el staff súper amables y profesionales.
La comida rica muy excelente y los precios son acordes y justos, los Gin Tonic y cócteles son buenísimos.
El café es un 10.
Amo este sitio, amor que ya dura más de 10 años ♥️
Recomendable 100%.",Hace un año,"Sergio Tobares Leguizamon
Local Guide · 36 reseñas · 202 fotos






Hace un año
El Templo de la Hamburguesas y más......
Cafetería HD, uno de mis lugares de restauración favorita de Madrid, nunca me decepciona, el staff súper amables y profesionales.
La comida rica muy excelente y los precios son acordes y justos, los Gin Tonic y cócteles son buenísimos.
El café es un 10.
Amo este sitio, amor que ya dura más de 10 años ♥️
Recomendable 100%.
24 más

Me gusta

Compartir
Respuesta del propietario Hace 2 años
¡¡¡Muchas gracias!!! Esperamos verte muy pronto de nuevo 😊…"
